BillingAccount_id,BAcctName,BAcctName2,Address1,Address2,City,State,Zip
982,VQV-9787,OYT-8011,123 Main Street,Apt 338,Teresina,,96446
983,CUG-4189,XPJ-5525,789 Oak Lane,Suite 12,Aborlan,,94688
984,UXU-5951,SBI-5839,987 Pine Road,Suite 90,Brodnica,,95310
985,OVF-6250,IMH-8413,987 Pine Road,Room 1915,Paico,,91946
986,ERO-3807,VKQ-2094,456 Elm Avenue,9th Floor,São Pedro de Trafaria,Setúbal,29184
987,AGX-6295,QLF-0708,987 Pine Road,Suite 66,Awilega,,50363
988,WUA-5954,ZAY-3652,123 Main Street,Apt 1048,Pangascasan,,08722
989,DGS-7242,JSR-5381,123 Main Street,Suite 27,Gornji Milanovac,,67881
990,ETG-9260,IZK-4215,123 Main Street,Room 1821,Destrnik,,11180
991,BLZ-8486,NXN-5853,321 Maple Drive,Suite 59,Sosnogorsk,,75334
992,ORI-5698,JFI-9723,456 Elm Avenue,Suite 98,Jardinópolis,,17163
993,WHT-8552,CZT-8254,789 Oak Lane,Apt 772,Shuiying,,65841
994,ZMP-6627,VQL-0766,456 Elm Avenue,Room 1135,La Jagua de Ibirico,,69945
995,RRS-9839,GNG-4517,987 Pine Road,Room 1963,Augusta,Georgia,40266
996,VYM-6116,EZE-7654,321 Maple Drive,Apt 491,Xufeng,,71579
997,AJB-6696,EWF-3289,456 Elm Avenue,Apt 1877,Changma,,17177
998,DQV-6366,OHY-7383,789 Oak Lane,PO Box 29096,Tiko,,48215
999,QGR-0757,MKL-9033,123 Main Street,PO Box 96285,Plessisville,Québec,28176
1000,LFN-7271,GMA-9446,987 Pine Road,PO Box 49994,Tianjiazhuang,,95583
